price,date,product,market,measurement
2000.0,2020-04-15,"Milk, Bulk",Kharkhorin,liter
1800.0,2020-04-15,"Milk, Bulk",Tavan Erdene,liter
10500.0,2020-04-15,Mutton Boneless,Bayanzurkh,kilogram
10500.0,2020-04-15,Mutton Boneless,Bumbugur,kilogram
9000.0,2020-04-15,Mutton Boneless,Kharkhorin,kilogram
9200.0,2020-04-15,Mutton Boneless,Khuchit Shonkhor,kilogram
10800.0,2020-04-15,Mutton w/Bones,Bars,kilogram
8500.0,2020-04-15,Mutton w/Bones,Bayanzurkh,kilogram
9500.0,2020-04-15,Mutton w/Bones,Bumbugur,kilogram
10800.0,2020-04-15,Mutton w/Bones,Emart,kilogram
8300.0,2020-04-15,Mutton w/Bones,Kharkhorin,kilogram
8300.0,2020-04-15,Mutton w/Bones,Khuchit Shonkhor,kilogram
8500.0,2020-04-15,Mutton w/Bones,Max/M Mart,kilogram
13800.0,2020-04-15,Mutton w/Bones,Mercury/Ikh Nayad,kilogram
9699.0,2020-04-15,Mutton w/Bones,Nomin,kilogram
10500.0,2020-04-15,Mutton w/Bones,Tavan Erdene,kilogram
1800.0,2020-04-15,"Onion, China",Bars,kilogram
1600.0,2020-04-15,"Onion, China",Bayanzurkh,kilogram
1700.0,2020-04-15,"Onion, China",Bumbugur,kilogram
1600.0,2020-04-15,"Onion, China",Kharkhorin,kilogram
1400.0,2020-04-15,"Onion, China",Khuchit Shonkhor,kilogram
1500.0,2020-04-15,"Onion, China",Max/M Mart,kilogram
1500.0,2020-04-15,"Onion, China",Mercury/Ikh Nayad,kilogram
1800.0,2020-04-15,"Onion, China",Sansar,kilogram
1600.0,2020-04-15,"Onion, China",Tavan Erdene,kilogram
900.0,2020-04-15,"Potato, Mongolian",Bars,kilogram
1000.0,2020-04-15,"Potato, Mongolian",Bayanzurkh,kilogram
1000.0,2020-04-15,"Potato, Mongolian",Bumbugur,kilogram
900.0,2020-04-15,"Potato, Mongolian",Emart,kilogram
800.0,2020-04-15,"Potato, Mongolian",Kharkhorin,kilogram
900.0,2020-04-15,"Potato, Mongolian",Khuchit Shonkhor,kilogram
1200.0,2020-04-15,"Potato, Mongolian",Max/M Mart,kilogram
900.0,2020-04-15,"Potato, Mongolian",Mercury/Ikh Nayad,kilogram
879.0,2020-04-15,"Potato, Mongolian",Nomin,kilogram
900.0,2020-04-15,"Potato, Mongolian",Orgil,kilogram
900.0,2020-04-15,"Potato, Mongolian",Sansar,kilogram
1300.0,2020-04-15,"Potato, Mongolian",Tavan Erdene,kilogram
1600.0,2020-04-15,"Round Bread, Czech Style",Bars,each
1600.0,2020-04-15,"Round Bread, Czech Style",Bayanzurkh,each
1500.0,2020-04-15,"Round Bread, Czech Style",Bumbugur,each
1580.0,2020-04-15,"Round Bread, Czech Style",Emart,each
1450.0,2020-04-15,"Round Bread, Czech Style",Kharkhorin,each
1500.0,2020-04-15,"Round Bread, Czech Style",Khuchit Shonkhor,each
1610.0,2020-04-15,"Round Bread, Czech Style",Max/M Mart,each
1600.0,2020-04-15,"Round Bread, Czech Style",Mercury/Ikh Nayad,each
1559.0,2020-04-15,"Round Bread, Czech Style",Nomin,each
1600.0,2020-04-15,"Round Bread, Czech Style",Orgil,each
1450.0,2020-04-15,"Round Bread, Czech Style",Sansar,each
1650.0,2020-04-15,"Round Bread, Czech Style",Tavan Erdene,each
2600.0,2020-04-15,Sugar,Bars,kilogram
2750.0,2020-04-15,Sugar,Bayanzurkh,kilogram
2750.0,2020-04-15,Sugar,Bumbugur,kilogram
2400.0,2020-04-15,Sugar,Kharkhorin,kilogram
2700.0,2020-04-15,Sugar,Khuchit Shonkhor,kilogram
2740.0,2020-04-15,Sugar,Max/M Mart,kilogram
2749.0,2020-04-15,Sugar,Nomin,kilogram
3000.0,2020-04-15,Sugar,Tavan Erdene,kilogram
1200.0,2020-04-15,"Suu Brand Milk, 0.5l",Bars,liter
1200.0,2020-04-15,"Suu Brand Milk, 0.5l",Bayanzurkh,liter
1200.0,2020-04-15,"Suu Brand Milk, 0.5l",Bumbugur,liter
1250.0,2020-04-15,"Suu Brand Milk, 0.5l",Emart,liter
1200.0,2020-04-15,"Suu Brand Milk, 0.5l",Kharkhorin,liter
1100.0,2020-04-15,"Suu Brand Milk, 0.5l",Khuchit Shonkhor,liter
1210.0,2020-04-15,"Suu Brand Milk, 0.5l",Max/M Mart,liter
1300.0,2020-04-15,"Suu Brand Milk, 0.5l",Mercury/Ikh Nayad,liter
1209.0,2020-04-15,"Suu Brand Milk, 0.5l",Nomin,liter
1210.0,2020-04-15,"Suu Brand Milk, 0.5l",Orgil,liter
1210.0,2020-04-15,"Suu Brand Milk, 0.5l",Sansar,liter
1200.0,2020-04-15,"Suu Brand Milk, 0.5l",Tavan Erdene,liter
2600.0,2020-04-15,"Suu Brand Milk, 1l",Bars,liter
2700.0,2020-04-15,"Suu Brand Milk, 1l",Bayanzurkh,liter
2700.0,2020-04-15,"Suu Brand Milk, 1l",Bumbugur,liter
2780.0,2020-04-15,"Suu Brand Milk, 1l",Emart,liter
2700.0,2020-04-15,"Suu Brand Milk, 1l",Kharkhorin,liter
2600.0,2020-04-15,"Suu Brand Milk, 1l",Khuchit Shonkhor,liter
2750.0,2020-04-15,"Suu Brand Milk, 1l",Max/M Mart,liter
2900.0,2020-04-15,"Suu Brand Milk, 1l",Mercury/Ikh Nayad,liter
2749.0,2020-04-15,"Suu Brand Milk, 1l",Nomin,liter
2640.0,2020-04-15,"Suu Brand Milk, 1l",Orgil,liter
2750.0,2020-04-15,"Suu Brand Milk, 1l",Sansar,liter
2700.0,2020-04-15,"Suu Brand Milk, 1l",Tavan Erdene,liter
3200.0,2020-04-15,Vegatable Oil,Bars,liter
3300.0,2020-04-15,Vegatable Oil,Bayanzurkh,liter
3000.0,2020-04-15,Vegatable Oil,Bumbugur,liter
3750.0,2020-04-15,Vegatable Oil,Emart,liter
3200.0,2020-04-15,Vegatable Oil,Kharkhorin,liter
3200.0,2020-04-15,Vegatable Oil,Khuchit Shonkhor,liter
4020.0,2020-04-15,Vegatable Oil,Max/M Mart,liter
3749.0,2020-04-15,Vegatable Oil,Nomin,liter
3750.0,2020-04-15,Vegatable Oil,Orgil,liter
3600.0,2020-04-15,Vegatable Oil,Sansar,liter
3500.0,2020-04-15,Vegatable Oil,Tavan Erdene,liter
3600.0,2020-04-15,White Rice,Bars,kilogram
3800.0,2020-04-15,White Rice,Bayanzurkh,kilogram
3600.0,2020-04-15,White Rice,Bumbugur,kilogram
3400.0,2020-04-15,White Rice,Kharkhorin,kilogram
3200.0,2020-04-15,White Rice,Khuchit Shonkhor,kilogram
4050.0,2020-04-15,White Rice,Max/M Mart,kilogram
3919.0,2020-04-15,White Rice,Nomin,kilogram
4010.0,2020-04-15,White Rice,Sansar,kilogram
3800.0,2020-04-15,White Rice,Tavan Erdene,kilogram
3000.0,2020-04-15,Yellow Rice,Bars,kilogram
2800.0,2020-04-15,Yellow Rice,Bayanzurkh,kilogram
3000.0,2020-04-15,Yellow Rice,Bumbugur,kilogram
2750.0,2020-04-15,Yellow Rice,Kharkhorin,kilogram
2500.0,2020-04-15,Yellow Rice,Khuchit Shonkhor,kilogram
3000.0,2020-04-15,Yellow Rice,Tavan Erdene,kilogram
2300.0,2020-04-15,Yogurt,Bars,liter
2400.0,2020-04-15,Yogurt,Bayanzurkh,liter
2500.0,2020-04-15,Yogurt,Bumbugur,liter
2480.0,2020-04-15,Yogurt,Emart,liter
2500.0,2020-04-15,Yogurt,Kharkhorin,liter
2300.0,2020-04-15,Yogurt,Khuchit Shonkhor,liter
2420.0,2020-04-15,Yogurt,Max/M Mart,liter
2800.0,2020-04-15,Yogurt,Mercury/Ikh Nayad,liter
2420.0,2020-04-15,Yogurt,Orgil,liter
2420.0,2020-04-15,Yogurt,Sansar,liter
2600.0,2020-04-15,Yogurt,Tavan Erdene,liter
1100.0,2020-04-22,"Altan Taria Flour, First Grade",Bars,kilogram
1200.0,2020-04-22,"Altan Taria Flour, First Grade",Bayanzurkh,kilogram
1100.0,2020-04-22,"Altan Taria Flour, First Grade",Bumbugur,kilogram
1185.0,2020-04-22,"Altan Taria Flour, First Grade",Emart,kilogram
1200.0,2020-04-22,"Altan Taria Flour, First Grade",Kharkhorin,kilogram
1200.0,2020-04-22,"Altan Taria Flour, First Grade",Khuchit Shonkhor,kilogram
1217.0,2020-04-22,"Altan Taria Flour, First Grade",Max/M Mart,kilogram
1060.0,2020-04-22,"Altan Taria Flour, First Grade",Nomin,kilogram
1190.0,2020-04-22,"Altan Taria Flour, First Grade",Orgil,kilogram
1146.0,2020-04-22,"Altan Taria Flour, First Grade",Sansar,kilogram
1200.0,2020-04-22,"Altan Taria Flour, First Grade",Tavan Erdene,kilogram
1350.0,2020-04-22,"Altan Taria Flour, High Grade",Bars,kilogram
1400.0,2020-04-22,"Altan Taria Flour, High Grade",Bayanzurkh,kilogram
1350.0,2020-04-22,"Altan Taria Flour, High Grade",Bumbugur,kilogram
1448.0,2020-04-22,"Altan Taria Flour, High Grade",Emart,kilogram
1400.0,2020-04-22,"Altan Taria Flour, High Grade",Kharkhorin,kilogram
1400.0,2020-04-22,"Altan Taria Flour, High Grade",Khuchit Shonkhor,kilogram
1470.0,2020-04-22,"Altan Taria Flour, High Grade",Max/M Mart,kilogram
1390.0,2020-04-22,"Altan Taria Flour, High Grade",Nomin,kilogram
1440.0,2020-04-22,"Altan Taria Flour, High Grade",Orgil,kilogram
1441.0,2020-04-22,"Altan Taria Flour, High Grade",Sansar,kilogram
1400.0,2020-04-22,"Altan Taria Flour, High Grade",Tavan Erdene,kilogram
1100.0,2020-04-22,"Altan Taria Packaged Flour, 1st Grade",Bars,kilogram
1200.0,2020-04-22,"Altan Taria Packaged Flour, 1st Grade",Bayanzurkh,kilogram
1100.0,2020-04-22,"Altan Taria Packaged Flour, 1st Grade",Bumbugur,kilogram
1220.0,2020-04-22,"Altan Taria Packaged Flour, 1st Grade",Emart,kilogram
1200.0,2020-04-22,"Altan Taria Packaged Flour, 1st Grade",Kharkhorin,kilogram
1200.0,2020-04-22,"Altan Taria Packaged Flour, 1st Grade",Khuchit Shonkhor,kilogram
1240.0,2020-04-22,"Altan Taria Packaged Flour, 1st Grade",Max/M Mart,kilogram
1500.0,2020-04-22,"Altan Taria Packaged Flour, 1st Grade",Mercury/Ikh Nayad,kilogram
1179.0,2020-04-22,"Altan Taria Packaged Flour, 1st Grade",Nomin,kilogram
1200.0,2020-04-22,"Altan Taria Packaged Flour, 1st Grade",Orgil,kilogram
1230.0,2020-04-22,"Altan Taria Packaged Flour, 1st Grade",Sansar,kilogram
1200.0,2020-04-22,"Altan Taria Packaged Flour, 1st Grade",Tavan Erdene,kilogram
800.0,2020-04-22,"Altan Taria Packaged Flour, 2nd Grade",Bars,kilogram
1000.0,2020-04-22,"Altan Taria Packaged Flour, 2nd Grade",Bayanzurkh,kilogram
950.0,2020-04-22,"Altan Taria Packaged Flour, 2nd Grade",Bumbugur,kilogram
910.0,2020-04-22,"Altan Taria Packaged Flour, 2nd Grade",Emart,kilogram
900.0,2020-04-22,"Altan Taria Packaged Flour, 2nd Grade",Kharkhorin,kilogram
900.0,2020-04-22,"Altan Taria Packaged Flour, 2nd Grade",Khuchit Shonkhor,kilogram
940.0,2020-04-22,"Altan Taria Packaged Flour, 2nd Grade",Max/M Mart,kilogram
1100.0,2020-04-22,"Altan Taria Packaged Flour, 2nd Grade",Mercury/Ikh Nayad,kilogram
910.0,2020-04-22,"Altan Taria Packaged Flour, 2nd Grade",Orgil,kilogram
920.0,2020-04-22,"Altan Taria Packaged Flour, 2nd Grade",Sansar,kilogram
900.0,2020-04-22,"Altan Taria Packaged Flour, 2nd Grade",Tavan Erdene,kilogram
1350.0,2020-04-22,"Altan Taria Packaged Flour, High Grade",Bars,kilogram
1400.0,2020-04-22,"Altan Taria Packaged Flour, High Grade",Bayanzurkh,kilogram
1350.0,2020-04-22,"Altan Taria Packaged Flour, High Grade",Bumbugur,kilogram
1480.0,2020-04-22,"Altan Taria Packaged Flour, High Grade",Emart,kilogram
1400.0,2020-04-22,"Altan Taria Packaged Flour, High Grade",Kharkhorin,kilogram
1500.0,2020-04-22,"Altan Taria Packaged Flour, High Grade",Khuchit Shonkhor,kilogram
1490.0,2020-04-22,"Altan Taria Packaged Flour, High Grade",Max/M Mart,kilogram
1600.0,2020-04-22,"Altan Taria Packaged Flour, High Grade",Mercury/Ikh Nayad,kilogram
1419.0,2020-04-22,"Altan Taria Packaged Flour, High Grade",Nomin,kilogram
1450.0,2020-04-22,"Altan Taria Packaged Flour, High Grade",Orgil,kilogram
1460.0,2020-04-22,"Altan Taria Packaged Flour, High Grade",Sansar,kilogram
1500.0,2020-04-22,"Altan Taria Packaged Flour, High Grade",Tavan Erdene,kilogram
2200.0,2020-04-22,"Altan Taria Packaged Flour, Top Grade",Bars,kilogram
2000.0,2020-04-22,"Altan Taria Packaged Flour, Top Grade",Bayanzurkh,kilogram
2100.0,2020-04-22,"Altan Taria Packaged Flour, Top Grade",Bumbugur,kilogram
2220.0,2020-04-22,"Altan Taria Packaged Flour, Top Grade",Emart,kilogram
2000.0,2020-04-22,"Altan Taria Packaged Flour, Top Grade",Kharkhorin,kilogram
2200.0,2020-04-22,"Altan Taria Packaged Flour, Top Grade",Khuchit Shonkhor,kilogram
1780.0,2020-04-22,"Altan Taria Packaged Flour, Top Grade",Max/M Mart,kilogram
2500.0,2020-04-22,"Altan Taria Packaged Flour, Top Grade",Mercury/Ikh Nayad,kilogram
2149.0,2020-04-22,"Altan Taria Packaged Flour, Top Grade",Nomin,kilogram
2200.0,2020-04-22,"Altan Taria Packaged Flour, Top Grade",Orgil,kilogram
2200.0,2020-04-22,"Altan Taria Packaged Flour, Top Grade",Sansar,kilogram
2200.0,2020-04-22,"Altan Taria Packaged Flour, Top Grade",Tavan Erdene,kilogram
4000.0,2020-04-22,"Apple, Fuji",Bars,kilogram
4500.0,2020-04-22,"Apple, Fuji",Bayanzurkh,kilogram
4500.0,2020-04-22,"Apple, Fuji",Bumbugur,kilogram
4000.0,2020-04-22,"Apple, Fuji",Kharkhorin,kilogram
4000.0,2020-04-22,"Apple, Fuji",Khuchit Shonkhor,kilogram
4200.0,2020-04-22,"Apple, Fuji",Max/M Mart,kilogram
4199.0,2020-04-22,"Apple, Fuji",Nomin,kilogram
4500.0,2020-04-22,"Apple, Fuji",Sansar,kilogram
4300.0,2020-04-22,"Apple, Fuji",Tavan Erdene,kilogram
1300.0,2020-04-22,Atar Brand Bread,Bars,each
1320.0,2020-04-22,Atar Brand Bread,Bayanzurkh,each
1300.0,2020-04-22,Atar Brand Bread,Bumbugur,each
1310.0,2020-04-22,Atar Brand Bread,Emart,each
1200.0,2020-04-22,Atar Brand Bread,Kharkhorin,each
1250.0,2020-04-22,Atar Brand Bread,Khuchit Shonkhor,each
1330.0,2020-04-22,Atar Brand Bread,Max/M Mart,each
1400.0,2020-04-22,Atar Brand Bread,Mercury/Ikh Nayad,each
1399.0,2020-04-22,Atar Brand Bread,Nomin,each
1200.0,2020-04-22,Atar Brand Bread,Orgil,each
1320.0,2020-04-22,Atar Brand Bread,Sansar,each
1300.0,2020-04-22,Atar Brand Bread,Tavan Erdene,each
13500.0,2020-04-22,Beef Boneless,Bars,kilogram
13000.0,2020-04-22,Beef Boneless,Bayanzurkh,kilogram
14000.0,2020-04-22,Beef Boneless,Bumbugur,kilogram
13300.0,2020-04-22,Beef Boneless,Emart,kilogram
11500.0,2020-04-22,Beef Boneless,Kharkhorin,kilogram
12000.0,2020-04-22,Beef Boneless,Khuchit Shonkhor,kilogram
13500.0,2020-04-22,Beef Boneless,Max/M Mart,kilogram
16500.0,2020-04-22,Beef Boneless,Mercury/Ikh Nayad,kilogram
15699.0,2020-04-22,Beef Boneless,Nomin,kilogram
15500.0,2020-04-22,Beef Boneless,Tavan Erdene,kilogram
10800.0,2020-04-22,Beef w/Bones,Bars,kilogram
11000.0,2020-04-22,Beef w/Bones,Bayanzurkh,kilogram
12000.0,2020-04-22,Beef w/Bones,Bumbugur,kilogram
11000.0,2020-04-22,Beef w/Bones,Emart,kilogram
9000.0,2020-04-22,Beef w/Bones,Kharkhorin,kilogram
11500.0,2020-04-22,Beef w/Bones,Khuchit Shonkhor,kilogram
13000.0,2020-04-22,Beef w/Bones,Max/M Mart,kilogram
14500.0,2020-04-22,Beef w/Bones,Mercury/Ikh Nayad,kilogram
12599.0,2020-04-22,Beef w/Bones,Nomin,kilogram
13500.0,2020-04-22,Beef w/Bones,Tavan Erdene,kilogram
2500.0,2020-04-22,"Beet, Mongolian",Bars,kilogram
2500.0,2020-04-22,"Beet, Mongolian",Bayanzurkh,kilogram
2000.0,2020-04-22,"Beet, Mongolian",Bumbugur,kilogram
2400.0,2020-04-22,"Beet, Mongolian",Kharkhorin,kilogram
1800.0,2020-04-22,"Beet, Mongolian",Khuchit Shonkhor,kilogram
2500.0,2020-04-22,"Beet, Mongolian",Mercury/Ikh Nayad,kilogram
1249.0,2020-04-22,"Beet, Mongolian",Nomin,kilogram
2200.0,2020-04-22,"Beet, Mongolian",Tavan Erdene,kilogram
1000.0,2020-04-22,Brown Bread,Bars,gram
1100.0,2020-04-22,Brown Bread,Bayanzurkh,gram
1100.0,2020-04-22,Brown Bread,Bumbugur,gram
1110.0,2020-04-22,Brown Bread,Emart,gram
1000.0,2020-04-22,Brown Bread,Kharkhorin,gram
1100.0,2020-04-22,Brown Bread,Khuchit Shonkhor,gram
1110.0,2020-04-22,Brown Bread,Max/M Mart,gram
1000.0,2020-04-22,Brown Bread,Mercury/Ikh Nayad,gram
1149.0,2020-04-22,Brown Bread,Nomin,gram
1190.0,2020-04-22,Brown Bread,Orgil,gram
1100.0,2020-04-22,Brown Bread,Sansar,gram
1100.0,2020-04-22,Brown Bread,Tavan Erdene,gram
4000.0,2020-04-22,"Butter, Suu LTD",Bars,kilogram
4000.0,2020-04-22,"Butter, Suu LTD",Bayanzurkh,kilogram
4400.0,2020-04-22,"Butter, Suu LTD",Khuchit Shonkhor,kilogram
3740.0,2020-04-22,"Butter, Suu LTD",Max/M Mart,kilogram
3279.0,2020-04-22,"Butter, Suu LTD",Nomin,kilogram
3740.0,2020-04-22,"Butter, Suu LTD",Orgil,kilogram
3500.0,2020-04-22,"Cabbage, Mongolian",Bars,kilogram
3500.0,2020-04-22,"Cabbage, Mongolian",Bayanzurkh,kilogram
2000.0,2020-04-22,"Cabbage, Mongolian",Bumbugur,kilogram
1600.0,2020-04-22,"Cabbage, Mongolian",Emart,kilogram
2000.0,2020-04-22,"Cabbage, Mongolian",Kharkhorin,kilogram
1900.0,2020-04-22,"Cabbage, Mongolian",Khuchit Shonkhor,kilogram
2500.0,2020-04-22,"Cabbage, Mongolian",Mercury/Ikh Nayad,kilogram
1550.0,2020-04-22,"Cabbage, Mongolian",Nomin,kilogram
2200.0,2020-04-22,"Cabbage, Mongolian",Orgil,kilogram
1900.0,2020-04-22,"Cabbage, Mongolian",Sansar,kilogram
2500.0,2020-04-22,"Cabbage, Mongolian",Tavan Erdene,kilogram
1800.0,2020-04-22,"Carrot, Mongolian",Bars,kilogram
2000.0,2020-04-22,"Carrot, Mongolian",Bayanzurkh,kilogram
1800.0,2020-04-22,"Carrot, Mongolian",Bumbugur,kilogram
1380.0,2020-04-22,"Carrot, Mongolian",Emart,kilogram
2000.0,2020-04-22,"Carrot, Mongolian",Kharkhorin,kilogram
1800.0,2020-04-22,"Carrot, Mongolian",Khuchit Shonkhor,kilogram
1800.0,2020-04-22,"Carrot, Mongolian",Max/M Mart,kilogram
1800.0,2020-04-22,"Carrot, Mongolian",Mercury/Ikh Nayad,kilogram
1450.0,2020-04-22,"Carrot, Mongolian",Nomin,kilogram
2200.0,2020-04-22,"Carrot, Mongolian",Orgil,kilogram
2000.0,2020-04-22,"Carrot, Mongolian",Sansar,kilogram
2000.0,2020-04-22,"Carrot, Mongolian",Tavan Erdene,kilogram
280.0,2020-04-22,"Egg, Russian",Bars,each
340.0,2020-04-22,"Egg, Russian",Bayanzurkh,each
320.0,2020-04-22,"Egg, Russian",Bumbugur,each
400.0,2020-04-22,"Egg, Russian",Emart,each
340.0,2020-04-22,"Egg, Russian",Kharkhorin,each
270.0,2020-04-22,"Egg, Russian",Khuchit Shonkhor,each
377.0,2020-04-22,"Egg, Russian",Max/M Mart,each
380.0,2020-04-22,"Egg, Russian",Mercury/Ikh Nayad,each
360.0,2020-04-22,"Egg, Russian",Nomin,each
340.0,2020-04-22,"Egg, Russian",Orgil,each
360.0,2020-04-22,"Egg, Russian",Sansar,each
370.0,2020-04-22,"Egg, Russian",Tavan Erdene,each
8000.0,2020-04-22,Goat Meat w/Bones,Kharkhorin,kilogram
8200.0,2020-04-22,Goat Meat w/Bones,Khuchit Shonkhor,kilogram
1500.0,2020-04-22,"Gree Tea, Georgia",Bars,kilogram
1500.0,2020-04-22,"Gree Tea, Georgia",Bayanzurkh,kilogram
1600.0,2020-04-22,"Gree Tea, Georgia",Bumbugur,kilogram
1480.0,2020-04-22,"Gree Tea, Georgia",Emart,kilogram
1500.0,2020-04-22,"Gree Tea, Georgia",Kharkhorin,kilogram
1500.0,2020-04-22,"Gree Tea, Georgia",Khuchit Shonkhor,kilogram
1550.0,2020-04-22,"Gree Tea, Georgia",Max/M Mart,kilogram
1599.0,2020-04-22,"Gree Tea, Georgia",Nomin,kilogram
1530.0,2020-04-22,"Gree Tea, Georgia",Orgil,kilogram
1680.0,2020-04-22,"Gree Tea, Georgia",Sansar,kilogram
1500.0,2020-04-22,"Gree Tea, Georgia",Tavan Erdene,kilogram
9800.0,2020-04-22,Horse Meat w/Bones,Bayanzurkh,kilogram
9500.0,2020-04-22,Horse Meat w/Bones,Bumbugur,kilogram
9800.0,2020-04-22,Horse Meat w/Bones,Kharkhorin,kilogram
8500.0,2020-04-22,Horse Meat w/Bones,Khuchit Shonkhor,kilogram
2000.0,2020-04-22,"Milk, Bulk",Kharkhorin,liter
1800.0,2020-04-22,"Milk, Bulk",Tavan Erdene,liter
10500.0,2020-04-22,Mutton Boneless,Bayanzurkh,kilogram
10800.0,2020-04-22,Mutton Boneless,Bumbugur,kilogram
9800.0,2020-04-22,Mutton Boneless,Kharkhorin,kilogram
9800.0,2020-04-22,Mutton Boneless,Khuchit Shonkhor,kilogram
10800.0,2020-04-22,Mutton w/Bones,Bars,kilogram
9500.0,2020-04-22,Mutton w/Bones,Bayanzurkh,kilogram
9500.0,2020-04-22,Mutton w/Bones,Bumbugur,kilogram
10900.0,2020-04-22,Mutton w/Bones,Emart,kilogram
8500.0,2020-04-22,Mutton w/Bones,Kharkhorin,kilogram
9500.0,2020-04-22,Mutton w/Bones,Khuchit Shonkhor,kilogram
8500.0,2020-04-22,Mutton w/Bones,Max/M Mart,kilogram
13800.0,2020-04-22,Mutton w/Bones,Mercury/Ikh Nayad,kilogram
9699.0,2020-04-22,Mutton w/Bones,Nomin,kilogram
10500.0,2020-04-22,Mutton w/Bones,Tavan Erdene,kilogram
1800.0,2020-04-22,"Onion, China",Bars,kilogram
1600.0,2020-04-22,"Onion, China",Bayanzurkh,kilogram
1700.0,2020-04-22,"Onion, China",Bumbugur,kilogram
1500.0,2020-04-22,"Onion, China",Kharkhorin,kilogram
1400.0,2020-04-22,"Onion, China",Khuchit Shonkhor,kilogram
1500.0,2020-04-22,"Onion, China",Max/M Mart,kilogram
1500.0,2020-04-22,"Onion, China",Mercury/Ikh Nayad,kilogram
1800.0,2020-04-22,"Onion, China",Sansar,kilogram
1600.0,2020-04-22,"Onion, China",Tavan Erdene,kilogram
1000.0,2020-04-22,"Potato, Mongolian",Bars,kilogram
900.0,2020-04-22,"Potato, Mongolian",Bayanzurkh,kilogram
900.0,2020-04-22,"Potato, Mongolian",Bumbugur,kilogram
900.0,2020-04-22,"Potato, Mongolian",Emart,kilogram
800.0,2020-04-22,"Potato, Mongolian",Kharkhorin,kilogram
900.0,2020-04-22,"Potato, Mongolian",Khuchit Shonkhor,kilogram
1200.0,2020-04-22,"Potato, Mongolian",Max/M Mart,kilogram
1000.0,2020-04-22,"Potato, Mongolian",Mercury/Ikh Nayad,kilogram
879.0,2020-04-22,"Potato, Mongolian",Nomin,kilogram
900.0,2020-04-22,"Potato, Mongolian",Orgil,kilogram
900.0,2020-04-22,"Potato, Mongolian",Sansar,kilogram
1300.0,2020-04-22,"Potato, Mongolian",Tavan Erdene,kilogram
1600.0,2020-04-22,"Round Bread, Czech Style",Bars,each
1600.0,2020-04-22,"Round Bread, Czech Style",Bayanzurkh,each
1500.0,2020-04-22,"Round Bread, Czech Style",Bumbugur,each
1580.0,2020-04-22,"Round Bread, Czech Style",Emart,each
1450.0,2020-04-22,"Round Bread, Czech Style",Kharkhorin,each
1500.0,2020-04-22,"Round Bread, Czech Style",Khuchit Shonkhor,each
1610.0,2020-04-22,"Round Bread, Czech Style",Max/M Mart,each
1600.0,2020-04-22,"Round Bread, Czech Style",Mercury/Ikh Nayad,each
1559.0,2020-04-22,"Round Bread, Czech Style",Nomin,each
1600.0,2020-04-22,"Round Bread, Czech Style",Orgil,each
1450.0,2020-04-22,"Round Bread, Czech Style",Sansar,each
1650.0,2020-04-22,"Round Bread, Czech Style",Tavan Erdene,each
2600.0,2020-04-22,Sugar,Bars,kilogram
2750.0,2020-04-22,Sugar,Bayanzurkh,kilogram
2750.0,2020-04-22,Sugar,Bumbugur,kilogram
2400.0,2020-04-22,Sugar,Kharkhorin,kilogram
2700.0,2020-04-22,Sugar,Khuchit Shonkhor,kilogram
2740.0,2020-04-22,Sugar,Max/M Mart,kilogram
2749.0,2020-04-22,Sugar,Nomin,kilogram
3000.0,2020-04-22,Sugar,Tavan Erdene,kilogram
1200.0,2020-04-22,"Suu Brand Milk, 0.5l",Bars,liter
1200.0,2020-04-22,"Suu Brand Milk, 0.5l",Bayanzurkh,liter
1200.0,2020-04-22,"Suu Brand Milk, 0.5l",Bumbugur,liter
1250.0,2020-04-22,"Suu Brand Milk, 0.5l",Emart,liter
1200.0,2020-04-22,"Suu Brand Milk, 0.5l",Kharkhorin,liter
1100.0,2020-04-22,"Suu Brand Milk, 0.5l",Khuchit Shonkhor,liter
1210.0,2020-04-22,"Suu Brand Milk, 0.5l",Max/M Mart,liter
1300.0,2020-04-22,"Suu Brand Milk, 0.5l",Mercury/Ikh Nayad,liter
1209.0,2020-04-22,"Suu Brand Milk, 0.5l",Nomin,liter
1210.0,2020-04-22,"Suu Brand Milk, 0.5l",Orgil,liter
1210.0,2020-04-22,"Suu Brand Milk, 0.5l",Sansar,liter
1200.0,2020-04-22,"Suu Brand Milk, 0.5l",Tavan Erdene,liter
2600.0,2020-04-22,"Suu Brand Milk, 1l",Bars,liter
2700.0,2020-04-22,"Suu Brand Milk, 1l",Bayanzurkh,liter
2700.0,2020-04-22,"Suu Brand Milk, 1l",Bumbugur,liter
2780.0,2020-04-22,"Suu Brand Milk, 1l",Emart,liter
2800.0,2020-04-22,"Suu Brand Milk, 1l",Kharkhorin,liter
2600.0,2020-04-22,"Suu Brand Milk, 1l",Khuchit Shonkhor,liter
2750.0,2020-04-22,"Suu Brand Milk, 1l",Max/M Mart,liter
2900.0,2020-04-22,"Suu Brand Milk, 1l",Mercury/Ikh Nayad,liter
2749.0,2020-04-22,"Suu Brand Milk, 1l",Nomin,liter
2640.0,2020-04-22,"Suu Brand Milk, 1l",Orgil,liter
2750.0,2020-04-22,"Suu Brand Milk, 1l",Sansar,liter
2700.0,2020-04-22,"Suu Brand Milk, 1l",Tavan Erdene,liter
3500.0,2020-04-22,Vegatable Oil,Bars,liter
3300.0,2020-04-22,Vegatable Oil,Bayanzurkh,liter
